simID	gamma	f
sim853	6080	0.0001488674027140255
sim854	1956	0.0022937179585747034
sim855	1	1.709039227291673e-05
sim856	5373	0.00023398896653280304
sim857	40	0.0005501393542872984
sim858	193	1.0704247945187947e-05
sim859	0	0.00048390013763410696
sim860	1882	2.3196651258252123e-05
sim861	616	0.003130610513417502
sim862	0	0.005414881825100253
sim863	16	2.9694034436431904e-05
sim864	6	0.002557497884850611
sim865	2	6.74298738402377e-05
sim866	29	0.0007053847310550108
sim867	396	0.0003412120771758158
sim868	0	0.00014253819110228452
sim869	2	0.000189713567780317
sim870	3091	0.00023217262526810034
sim871	1331	1.1011684392759616e-05
sim872	6	2.9371945330073248e-05
sim873	0	3.771201641178603e-05
sim874	5215	3.198806074680171e-05
sim875	469	7.730047913606712e-05
sim876	48	0.007497351851510677
sim877	0	0.0002113382361121665
sim878	4003	0.0002441946452590594
sim879	0	0.009476487626027626
sim880	2	0.00036300583451329946
sim881	3	0.004040340706480364
sim882	34	1.7859499831414864e-05
sim883	373	0.0005250600164908814
sim884	1	0.0019792240011995677
sim885	0	0.007156503157901665
sim886	237	0.00029908354313181584
sim887	3	1.8643023438764616e-05
sim888	3743	0.0004315995043071297
sim889	3684	0.006332160832617969
sim890	104	0.004005541708998767
sim891	5	7.52247149346066e-05
sim892	39	2.8391328493470496e-05
sim893	642	0.0003397623363429569
sim894	1271	0.0017418406985173955
sim895	1180	0.0001261860304996617
sim896	3903	0.0044798155801344525
sim897	2	0.005116468251166353
sim898	3	4.0139589183275406e-05
sim899	0	0.0018194818417713327
sim900	7465	0.005842989994495841
sim901	2	7.79357006837618e-05
sim902	0	0.0003427130015625883
sim903	0	0.009271762512989144
sim904	6	1.2578232755054758e-05
sim905	8	0.0038789848596107
sim906	62	0.005740388217751151
sim907	2	0.0011301804915108302
sim908	958	0.0002410187848455987
sim909	0	0.004157670789365497
sim910	0	0.0003214729618395272
sim911	412	0.0008433886183503888
sim912	2733	2.361969614916808e-05
sim913	20	0.001409219281904543
sim914	7426	0.0010750012974576793
sim915	192	0.00013432439600019367
sim916	3544	4.4410711144073645e-05
sim917	101	9.861340987088455e-05
sim918	23	0.0031308377019647997
sim919	2	4.566984492410897e-05
sim920	2468	3.5190843747075476e-05
sim921	10	0.00034603744864169426
sim922	1	5.9245359353101034e-05
sim923	2	0.003848492601108045
sim924	7	0.0006676869852700042
sim925	7322	0.0010209597641282066
sim926	1	1.0130706175301445e-05
sim927	795	1.0447215840683488e-05
sim928	92	0.002622129406639935
sim929	739	0.0003333678590606167
sim930	0	0.007754218467676267
sim931	83	4.7851792350971286e-05
sim932	24	0.00043352268700654284
sim933	1	1.9311495970674807e-05
sim934	1216	0.0056836726224582645
sim935	620	0.00025654073032760333
sim936	33	0.00015556885015230326
sim937	542	0.00019347037930516058
sim938	228	2.924586261994834e-05
sim939	34	3.738663890583367e-05
sim940	29	1.1699608989527517e-05
sim941	0	0.008779782132267525
sim942	5	0.00021509626710997033
sim943	1826	4.508950700390145e-05
sim944	1	3.060496957540265e-05
sim945	3	0.0028138973283951176
sim946	414	0.0008623351623618898
sim947	3	3.364990502763261e-05
sim948	84	0.002028538833540986
sim949	7	0.006308435862723939
sim950	1	2.1090308556121056e-05
sim951	0	0.0011473581484222537
sim952	322	0.00048241267078849646
sim953	4198	0.0002988732394714446
sim954	1	1.2768307925034495e-05
sim955	3280	0.00021774441620455023
sim956	2358	0.0008080243220512165
sim957	54	0.0006288612527807441
sim958	17	0.0063830483182991645
sim959	3578	0.001522041655878759
sim960	402	0.00033792909743391846
sim961	5166	1.1239972895589112e-05
sim962	2	0.000105362382189904
sim963	0	0.004405326553883343
sim964	0	0.001946152466823571
sim965	0	1.8263258004962366e-05
sim966	0	2.4919162849695575e-05
sim967	2	0.0014580995528722667
sim968	2	0.00014903694390195387
sim969	925	5.317041422438705e-05
sim970	215	0.0022950069001214323
sim971	128	1.3793850147420016e-05
sim972	35	0.0042913255467160565
sim973	9016	0.006956828981963955
sim974	12	0.0008331025850838267
sim975	26	0.005498025179241683
sim976	51	1.7092841253360425e-05
sim977	28	0.005206352731885445
sim978	9735	0.0025433397340428043
sim979	5436	3.9870179183594783e-05
sim980	1	0.0003484404348741406
sim981	329	8.647131388489424e-05
sim982	0	6.743087920254087e-05
sim983	1	0.004973520518832161
sim984	2	0.00017204505188732886
sim985	129	2.356132374717747e-05
sim986	3977	0.0010020817870170001
sim987	3	0.0002004298627775132
sim988	0	0.005502386768624654
sim989	6315	0.0012389564764976003
sim990	0	0.00020945971894875025
sim991	2752	0.002454989610405818
sim992	1	0.0002479570362628011
sim993	286	2.864315948640193e-05
sim994	4	0.0033704347792940345
sim995	5432	0.0030289462078495473
sim996	1358	7.831436335671624e-05
sim997	1	0.001079411304450044
sim998	604	0.002933330697895978
sim999	154	5.6619104143623393e-05
sim1000	1	0.00011690648006593878
sim1001	47	0.0019315042766712162
sim1002	0	1.3553204686586605e-05
sim1003	0	0.0002262160097217181
sim1004	304	0.0018485861777779947
sim1005	2	6.710705634739327e-05
sim1006	0	0.0030104346431810932
sim1007	6695	0.00025753011668726424
sim1008	59	0.007052990561702775
sim1009	7	0.00010640030015640273
sim1010	9	0.0005490501816483678
sim1011	18	0.0011639858926308128
sim1012	188	0.0002541593033244329
sim1013	28	0.0005857357119830203
sim1014	186	0.007023487915671517
sim1015	1	0.0038774228712941386
sim1016	0	1.398643124639202e-05
sim1017	7	0.0003380831070107516
sim1018	7	4.95859128824927e-05
sim1019	3	0.00010992380253817152
sim1020	0	0.007795437620453069
sim1021	1	0.001717787318228472
sim1022	186	0.004693600763074124
sim1023	852	0.007832322431074951
sim1024	0	6.466311288078979e-05
sim1025	33	0.000315633410510084
sim1026	4	0.000409400969768621
sim1027	2	5.239623607994982e-05
sim1028	315	2.6179297107299258e-05
sim1029	4	0.0018730862611645001
sim1030	4090	1.6535075935258475e-05
sim1031	9608	3.9335181892444854e-05
sim1032	2	0.0028118396932787846
sim1033	191	1.418539921899159e-05
sim1034	1701	0.003250940849888101
sim1035	3469	1.4779425473047245e-05
sim1036	6	0.0008749625997992242
sim1037	58	3.4298600207772734e-05
sim1038	9	5.562547213993931e-05
sim1039	2	8.578629874375465e-05
sim1040	18	0.0016954963283182922
sim1041	7292	0.00018641444223371222
sim1042	5	0.003954736648380474
sim1043	90	0.0002923842086632825
sim1044	1767	0.0009370451264039185
sim1045	6	0.0004273209543397329
sim1046	48	0.0064823574673395735
sim1047	0	0.0071023453841814205
sim1048	2504	0.0003514562687512041
sim1049	12	0.00028403878336581923
sim1050	2029	3.0230006543589486e-05
sim1051	0	0.002046768482762741
sim1052	0	3.643571090140321e-05
sim1053	892	0.003300629602961556
sim1054	61	0.00030260797315456554
sim1055	1	9.982411766423937e-05
sim1056	3600	0.0002746106527462401
sim1057	8	0.0010840192629745073
sim1058	3724	0.007543837259815385
sim1059	1595	1.7592751265254664e-05
sim1060	36	0.00011347019134567796
sim1061	287	0.0003495210144886171
sim1062	0	0.005437667176943081
sim1063	8572	1.4369882507456233e-05
sim1064	2202	0.0018576421951185182
sim1065	5	0.008289124302093756
sim1066	552	0.0005066110347778078
sim1067	1	0.00265420107156402
sim1068	2021	0.00032129904950763686
sim1069	12	1.2067498056758172e-05
sim1070	1600	0.0006848826065259029
sim1071	5	2.493183488130848e-05
sim1072	198	0.008240359536728598
sim1073	28	2.4508174875882336e-05
sim1074	1	4.087220500590021e-05
sim1075	4081	2.079913558756759e-05
sim1076	41	0.0032734285227291656
sim1077	1	4.920748334664878e-05
sim1078	3	0.0022811712191629896
sim1079	5295	0.004645183362381542
sim1080	0	0.002011667568633284
sim1081	321	1.1670459440273903e-05
sim1082	8	1.0052163736933755e-05
sim1083	6	5.203824886622487e-05
sim1084	6	0.00015168644211920257
sim1085	747	0.0002441961783404165
sim1086	12	0.00015536254395095801
sim1087	815	0.00012561423847269894
sim1088	5	0.0013668747434391628
sim1089	491	0.000640556289587014
sim1090	8	0.0022298249019958374
sim1091	103	4.6831245674742796e-05
sim1092	8396	0.0004210711618801844
sim1093	288	0.0030610345429036463
sim1094	8	4.9480498256073174e-05
sim1095	10	0.00753120814967744
sim1096	51	0.0005326345426547962
sim1097	1784	0.005902497745299042
sim1098	327	4.9141650021737604e-05
sim1099	1527	4.800000535832939e-05
sim1100	1374	0.0015987038384006054
sim1101	1547	0.0005312467702635741
sim1102	1	0.0007221821010518662
sim1103	250	0.0007353814501952506
sim1104	4	0.00016416159286350703
sim1105	16	0.004055835303117801
sim1106	3	0.0026885986928073236
sim1107	10	0.0019737639501687717
sim1108	0	0.0007287931427165322
sim1109	8175	0.0002851619189098415
sim1110	6054	0.0001562784694329285
sim1111	1	0.00014170579338374005
sim1112	2	1.2943297712447713e-05
sim1113	0	4.845536441627552e-05
sim1114	125	4.1197170509909366e-05
sim1115	6	0.00022404827327804832
sim1116	7	6.657534743910044e-05
sim1117	0	0.0025486059019426974
sim1118	12	0.00029366173936755033
sim1119	68	0.0026572133108238674
sim1120	562	0.0013143472659587797
sim1121	1260	0.004002748160735283
sim1122	231	0.007121558367833755
sim1123	2	0.0016648136326423127
sim1124	614	0.008920703480690002
sim1125	1	0.00019715266057922226
sim1126	40	4.8825472055206205e-05
sim1127	4965	0.001901137081641799
sim1128	130	0.00015633527133213491
sim1129	397	1.5247155688725385e-05
sim1130	222	2.024197435329181e-05
sim1131	0	2.4658836406825473e-05
sim1132	7490	0.005602530393315655
sim1133	0	0.00026623843044427844
sim1134	3852	1.2770223752485298e-05
sim1135	1121	0.005776065753384981
sim1136	112	0.004442503093225246
sim1137	0	0.0009876096246258404
sim1138	2	0.0004689203541081981
sim1139	959	5.9777080564618786e-05
sim1140	616	0.00045746205553464096
sim1141	1370	1.5916965460077974e-05
sim1142	3	0.00024820273753974
sim1143	0	1.0558850365875175e-05
sim1144	184	3.38644912086383e-05
sim1145	1399	0.0017032936775215352
sim1146	3582	3.3870269958461224e-05
sim1147	241	8.192455354210175e-05
sim1148	1	0.0014989922878806264
sim1149	5	0.0011621596130368145
sim1150	556	2.0672284185442443e-05
sim1151	0	0.002396218901329942
sim1152	18	0.005275544285903186
sim1153	4	0.0004020264564924456
sim1154	2	0.001412845106876137
sim1155	0	4.36394354063327e-05
sim1156	1	0.0002152117905719825
sim1157	66	0.001274857756116507
sim1158	1	0.0024807426322023935
sim1159	793	0.005216714321735959
sim1160	116	8.695384013666445e-05
sim1161	406	9.206380583240433e-05
sim1162	2	0.0008431578387838312
sim1163	665	3.485025705969265e-05
sim1164	0	9.582966983875907e-05
sim1165	648	0.0028304192089861784
sim1166	4	3.0596025100364797e-05
sim1167	360	2.027263714839063e-05
sim1168	2	0.005402057840710677
sim1169	2	0.0013182768522791233
sim1170	6623	0.007000225467285506
sim1171	8	0.006848303847771246
sim1172	102	0.009313327441421226
sim1173	17	8.216287204218884e-05
sim1174	0	0.0003857663669987995
sim1175	3	0.0010592712056822378
sim1176	41	0.0002854831909531258
sim1177	28	0.007103658424154283
sim1178	0	6.807408400585625e-05
sim1179	1605	0.000965122397487789
sim1180	8	0.00017926958156928928
sim1181	0	0.0029294527700986783
sim1182	0	1.5950452366101295e-05
sim1183	91	0.0005159849646951897
sim1184	7876	7.380544512539848e-05
sim1185	281	0.004549361761737448
sim1186	7561	0.002352825422970628
sim1187	585	1.9224724049733456e-05
sim1188	237	0.003730900739482696
sim1189	15	0.0002642320734516277
sim1190	8477	0.00880311353914604
sim1191	689	2.380930014778113e-05
sim1192	733	0.005585383765242619
sim1193	8500	0.009160295018092672
sim1194	19	2.9221588871759654e-05
sim1195	786	0.0014388231417323217
sim1196	1	0.002318704914991657
sim1197	3	0.00018683494287339558
sim1198	1396	0.00086095351031798
sim1199	48	0.00010938857364747387
sim1200	6	5.017285642282017e-05
sim1201	1439	0.0020101312574152116
sim1202	74	1.0428621948277092e-05
sim1203	11	5.438651780392888e-05
sim1204	149	0.00018850596730906892
sim1205	0	0.009093195519640777
sim1206	1	5.761401132489237e-05
sim1207	6747	0.0008941789207558763
sim1208	324	0.006595136866111798
sim1209	1	0.00875510638718989
sim1210	5	0.007200863842415861
sim1211	7	0.0006451860205437014
sim1212	27	0.00015889938842735994
sim1213	0	0.002756044830015564
sim1214	238	0.0003916100982383753
sim1215	17	6.460965248695825e-05
sim1216	2	0.0016489259779076124
sim1217	230	1.4992898370862757e-05
sim1218	0	0.0014885860157869638
sim1219	3	0.0007386210172797981
sim1220	320	0.0014728033334683547
sim1221	1	0.0002549153662229217
sim1222	516	0.0012837852632611364
sim1223	3258	0.0080422710099642
sim1224	61	0.0010203177440749282
sim1225	67	0.0007367840440551539
sim1226	875	2.3891701885386426e-05
sim1227	1	4.9978692003731e-05
sim1228	140	4.6309067000230125e-05
sim1229	1	5.4968406462943056e-05
sim1230	43	0.001024364142826017
sim1231	116	0.0035731216537066976
sim1232	0	0.0014183415409043138
sim1233	3281	2.13191383826039e-05
sim1234	201	0.0019319481695498292
sim1235	357	0.001629146563594274
sim1236	0	0.0045599466383864865
sim1237	2	0.00019364422265678662
sim1238	1	0.0027152828733120384
sim1239	260	0.0013365657865099321
sim1240	45	0.0002769358720930075
sim1241	40	0.0010850144110699045
sim1242	0	0.008642682149857148
sim1243	8986	0.0018810805982537435
sim1244	462	0.0001516905554813384
sim1245	2968	0.0017164214980733995
sim1246	0	5.3700523851472106e-05
sim1247	1118	4.4191546843835294e-05
sim1248	0	0.00474217752629306
sim1249	17	7.061487593389794e-05
sim1250	5	0.00012896376681488173
sim1251	1	0.00032248228638111757
sim1252	7057	0.00012112369280998127
sim1253	1	0.00023695814570757687
sim1254	8721	1.6000485830405785e-05
sim1255	1	0.006447569041605369
sim1256	0	0.002833648055313385
sim1257	272	0.0008106207845764802
sim1258	0	0.006519711665403671
sim1259	336	0.00010488658268305168
sim1260	4	0.0027233607074723665
sim1261	0	1.3352573730174187e-05
sim1262	8	1.1829177844708793e-05
sim1263	18	0.0020958822656164267
sim1264	0	3.381633455844957e-05
sim1265	292	0.003950277052888962
sim1266	58	1.577571196460294e-05
sim1267	6462	1.179014714723127e-05
sim1268	8538	3.908587152206028e-05
sim1269	0	0.002648178633295062
sim1270	88	0.00012091274818029437
sim1271	2520	0.0001685787640034706
sim1272	528	0.0032057044454991386
sim1273	226	0.00037181414871814
sim1274	2566	0.001711518421774128
sim1275	414	0.0007902695083253688
sim1276	214	2.215611534707594e-05
sim1277	142	1.801449899223357e-05
sim1278	1	0.005794689048563423
sim1279	73	0.008807821864193228
sim1280	1	0.0016285163426204162
sim1281	1	6.595657706228042e-05
sim1282	0	0.005689196299983374
sim1283	1	7.469663912112395e-05
sim1284	661	1.001054218554318e-05
sim1285	4871	5.7304637052654897e-05
sim1286	128	1.7962256606430683e-05
sim1287	1029	6.801264587288167e-05
sim1288	28	3.968917623311513e-05
sim1289	76	0.00012497400607266922
sim1290	772	0.004466721750725107
sim1291	34	0.004657326219099139
sim1292	0	2.3727760184219102e-05
sim1293	8438	0.00028454863051729503
sim1294	2440	0.00037819947399092904
sim1295	27	0.00039349565290469044
sim1296	182	0.00039544892250446617
sim1297	1	0.002130939948732915
sim1298	0	2.1997892081264724e-05
sim1299	62	0.0021331811658674075
sim1300	7621	0.00029040963213472926
sim1301	658	0.0007379451450986297
sim1302	1	0.0014779434616025565
sim1303	7503	1.3192886982319884e-05
sim1304	0	1.0974974940147663e-05
sim1305	32	3.1232815767657135e-05
sim1306	3959	2.5811783590242674e-05
sim1307	10	0.0005953604044237298
sim1308	0	0.001199851614438422
sim1309	145	1.4265519504531819e-05
sim1310	1	0.0002339091656202701
sim1311	2	0.0019347638771591298
sim1312	0	5.565218402693374e-05
sim1313	1381	0.0004574725867437311
sim1314	853	0.0028910399290868567
sim1315	610	0.00025259241644262414
sim1316	248	0.00032258134666440075
sim1317	333	0.0014620348432264636
sim1318	298	0.0001291348539254197
sim1319	16	0.005739657289599572
sim1320	26	0.0019488601857773238
sim1321	3275	0.004123904355580936
sim1322	238	5.775193794693952e-05
sim1323	1411	1.8853353477752088e-05
sim1324	1455	2.1105780923993598e-05
sim1325	765	0.00046155539704598707
sim1326	5278	0.00019322718242849212
sim1327	1275	2.6415368253222458e-05
sim1328	96	0.0029308057282669015
sim1329	1	0.002740568912259355
sim1330	91	0.001432350112889751
sim1331	0	0.0017049568171359514
sim1332	0	0.00018388584753169013
sim1333	2	0.005100528504830152
sim1334	814	1.3371206833384085e-05
sim1335	3736	7.159375894778167e-05
sim1336	974	2.4303896350246808e-05
sim1337	0	0.00229504939699744
sim1338	5417	0.0009447801031288172
sim1339	1420	1.9381626972726056e-05
sim1340	4006	2.4765396529603407e-05
sim1341	9	0.0005840314497952738
sim1342	0	0.0012921297946978253
sim1343	5	0.00010056832968989546
sim1344	8800	0.00023924266268171343
sim1345	14	0.00012805751297354987
sim1346	55	0.0008701554506491408
sim1347	4	0.001644264160882398
sim1348	1012	0.0001798945345150263
sim1349	0	0.002132796421822352
sim1350	2	0.00013320804304356288
sim1351	1	0.002514684004412048
sim1352	832	0.00014592824296268063
sim1353	7733	0.006739104401704486
sim1354	132	3.314253897119675e-05
sim1355	34	0.0022035603551893014
sim1356	1452	8.567165386886839e-05
sim1357	11	5.8912416173108095e-05
sim1358	680	0.0003740047862775648
sim1359	98	0.00013169490288432277
sim1360	1	0.0008059965727796425
sim1361	143	0.0042770182663008855
sim1362	6	0.002359859913135595
sim1363	0	0.008366573032679613
sim1364	5	1.6953649044979513e-05
sim1365	1	0.007518064018683254
sim1366	0	1.682221819844597e-05
sim1367	3	0.002419486494228702
sim1368	0	0.0001135274970768147
sim1369	0	0.0018087135557310603
sim1370	3764	0.0004938537228262978
sim1371	11	0.0032257424178716546
sim1372	3146	3.056997160202758e-05
sim1373	805	0.0011112743938141306
sim1374	22	1.3545903975835315e-05
sim1375	0	3.510136819933861e-05
sim1376	28	0.004687415887478641
sim1377	148	4.48925192565514e-05
sim1378	135	1.0692964592245248e-05
sim1379	10	0.00016624142548018
sim1380	1	0.002119113073190507
sim1381	8	0.0007267326595699815
sim1382	70	0.008363954753290164
sim1383	1475	0.00032241451123682076
sim1384	31	1.0636801681793295e-05
sim1385	30	0.0014171332729250368
sim1386	6	0.0003865372367835254
sim1387	0	1.643541314652375e-05
sim1388	3	2.7829292960211405e-05
sim1389	165	0.007370714955709732
sim1390	4989	0.00011955936315432646
sim1391	372	0.002173916287932191
sim1392	14	3.95798622102869e-05
sim1393	119	0.00017170280647769645
sim1394	1904	0.0016525940125355226
sim1395	1	0.0004202143926682028
sim1396	1	0.0016894186776743691
sim1397	48	0.0010221256270051657
sim1398	0	0.0004924645683556915
sim1399	0	0.007280494167838202
sim1400	10	0.00019156424452582564
sim1401	0	0.004236805541306561
sim1402	466	1.823956324455414e-05
sim1403	2	1.1544298514118196e-05
sim1404	0	1.9912743757166296e-05
sim1405	2	0.0007686825134716648
sim1406	6	0.0006318801582931148
sim1407	1	1.9874091664691713e-05
sim1408	5586	8.541879240586495e-05
sim1409	3	0.0001283171437136575
sim1410	5270	0.002288831536429662
sim1411	2276	0.0024095510504918115
sim1412	0	1.7087879875046958e-05
sim1413	7101	2.5091266633036682e-05
sim1414	0	0.0042525784037059965
sim1415	868	0.00048392762346088317
sim1416	8	2.0242440718502027e-05
sim1417	275	3.612213900123052e-05
sim1418	22	0.0013869462700370628
sim1419	149	0.002476322553037619
sim1420	0	0.00034822549111362543
sim1421	1175	0.00013576114871024285
sim1422	151	0.004477104959725383
sim1423	1	0.00017644881197843328
sim1424	2507	0.001535170164690293
sim1425	19	8.881574652875573e-05
sim1426	715	3.9051046353757566e-05
sim1427	823	0.0006218280931307946
sim1428	619	0.0006967133688134618
sim1429	1790	1.1047753111191461e-05
sim1430	9	0.0071309468707521344
sim1431	8	0.005419791229634447
sim1432	3	1.5206576605018852e-05
sim1433	753	0.0024305762619656443
sim1434	98	3.1786375497263834e-05
sim1435	651	0.0001707688499524157
sim1436	382	0.009731152711852417
sim1437	15	0.00031585888587347367
sim1438	16	0.0006909285130819913
sim1439	129	6.727613037200328e-05
sim1440	33	0.0010863031565608561
sim1441	121	0.00021728344020862265
sim1442	1739	0.00047061865642414276
sim1443	711	0.0032746783788024847
sim1444	2	3.8641634501688086e-05
sim1445	0	3.056298465659227e-05
sim1446	1374	0.006428602285223656
sim1447	61	0.006697112014867202
sim1448	8	0.00044139886978598083
sim1449	16	0.0021860184794118753
sim1450	1	0.0007476826929779513
sim1451	0	0.0001862190257154969
sim1452	191	0.003241455808589254
sim1453	4	1.407510810207892e-05
sim1454	788	0.0004445645025281952
sim1455	3	0.00015372283402751314
sim1456	6968	8.423386341316176e-05
sim1457	9	0.0032782236609716284
sim1458	0	0.0026857097632573927
sim1459	916	0.0007214780023912191
sim1460	439	0.0032069983671919743
sim1461	2	0.004078503888480154
sim1462	11	2.479736497324426e-05
sim1463	129	3.3778304230516194e-05
sim1464	658	0.00029442232799280785
sim1465	312	0.0019566271437832716
sim1466	56	0.0009621425469635509
sim1467	2	0.004283759346405301
sim1468	10	0.001467935769770794
sim1469	248	0.0001912206344562727
sim1470	2	0.0007518957845254958
sim1471	9	0.00010064547531985761
sim1472	6290	0.0004611985564474048
sim1473	128	6.0494641811129166e-05
sim1474	1	0.008562201900169283
sim1475	1	3.602924496371752e-05
sim1476	3	0.00033090106526894876
sim1477	2	0.00044711536484078946
sim1478	2	1.5240000624886107e-05
sim1479	39	3.732939383769491e-05
sim1480	50	2.6509186616228208e-05
sim1481	0	1.6332178615440332e-05
sim1482	19	1.4788134245573515e-05
sim1483	7	0.0013335673370045609
sim1484	0	0.00013068183592715934
sim1485	3	0.004396849855910657
sim1486	2146	0.003471253246204965
sim1487	83	0.00043270097004429733
sim1488	373	0.00694015702399005
sim1489	3344	2.2796134246625003e-05
sim1490	10	0.00043258110765513245
sim1491	1	0.0017983570349165896
sim1492	106	0.007767912842556831
sim1493	0	0.004486158318042288
sim1494	0	0.0004985924416780675
sim1495	0	0.00017908561843163413
sim1496	0	4.3015669875402294e-05
sim1497	3293	0.0023022924814135536
sim1498	419	0.000618731977709219
sim1499	25	0.0011165783031748943
sim1500	166	0.000599653003233077
sim1501	2	0.008571600459008217
sim1502	386	0.000115935808257281
sim1503	519	4.13746517198501e-05
sim1504	5	5.243044605670702e-05
sim1505	5	2.6511559540594187e-05
sim1506	9	0.008067730486702153
sim1507	7470	0.005971907497428308
sim1508	19	0.000333495034379093
sim1509	7	1.8840237589008945e-05
sim1510	207	4.1521943847660427e-05
sim1511	1738	0.0031016484035519417
sim1512	411	1.1794670280875165e-05
sim1513	756	2.9786788965815025e-05
sim1514	495	0.00529157691743701
sim1515	0	0.0010562031670126896
sim1516	2439	0.00045289323326898486
sim1517	8	2.6763949295922968e-05
sim1518	1	0.0001256764836859863
sim1519	219	0.004471422286479536
sim1520	5	0.00015061011182425488
sim1521	216	0.0032349751626373174
sim1522	1	6.925466069900581e-05
sim1523	1	0.00013210413262111062
sim1524	47	0.005983540112227401
sim1525	12	2.1125797176524613e-05
sim1526	7901	0.0001408190578256497
sim1527	167	0.00022679898595278085
sim1528	9	0.007640618779280352
sim1529	1	0.00023301163932452538
sim1530	41	0.005189681289595105
sim1531	4	0.0022561016226033855
sim1532	0	2.2627890032208533e-05
sim1533	160	0.0009831439610102411
sim1534	0	0.006473924537016989
sim1535	1	0.005716859492992643
sim1536	0	0.0032666581153751517
sim1537	2408	0.0001234383467487546
sim1538	141	0.004395113904145169
sim1539	102	2.5029345858087284e-05
sim1540	0	0.0018934665943200289
sim1541	7	6.935691119396265e-05
sim1542	0	0.00029930383651964875
sim1543	224	0.0009128255582790575
sim1544	156	1.9181964996748865e-05
sim1545	1	0.0003171609265242438
sim1546	1	6.146211419872101e-05
sim1547	71	2.9570077826086585e-05
sim1548	8	0.00489298241149733
sim1549	5670	5.346331489771301e-05
sim1550	0	0.0003937705609932439
sim1551	2609	0.0037189347392155717
sim1552	1	0.00018010307096956432
sim1553	25	0.00018081185394053635
sim1554	10	0.004154079968837806
sim1555	862	0.00043154044382613346
sim1556	0	7.021645392952398e-05
sim1557	2580	0.0013440880265166038
sim1558	2539	3.695383383969793e-05
sim1559	82	0.0052131928763519625
sim1560	1447	1.781298078780945e-05
sim1561	1	3.818623548697727e-05
sim1562	48	0.0001390846903969247
sim1563	9	0.000198188779938653
sim1564	1894	2.444441658655486e-05
sim1565	1	1.1188994432218086e-05
sim1566	84	0.008935473245442234
sim1567	4267	0.0038710041088358114
sim1568	52	1.5558946824315107e-05
sim1569	12	0.00026573973737217837
sim1570	26	0.00013616471279154978
sim1571	15	0.0011064998499826025
sim1572	1715	0.0023519261093264436
sim1573	148	1.9232056993163327e-05
sim1574	1	0.00015027195667322325
sim1575	3354	4.770935724499815e-05
sim1576	918	0.00022506954359501728
sim1577	30	2.248120200204591e-05
sim1578	5449	0.00036256064942314075
sim1579	0	0.00015666751124553816
sim1580	0	0.00018802928493500385
sim1581	1	1.806607677222212e-05
sim1582	77	1.113229724772278e-05
sim1583	9631	3.0367967372153057e-05
sim1584	0	1.5428880691921834e-05
sim1585	495	4.6189660771129356e-05
sim1586	21	0.00011766638264603267
sim1587	602	0.006062779472180506
sim1588	3256	0.0005305470581450549
sim1589	47	2.3946076377220426e-05
sim1590	16	0.0005935401199542681
sim1591	0	1.5967549340800823e-05
sim1592	5	1.4018868497071253e-05
sim1593	0	0.0025869836738675804
sim1594	7869	2.003777206100607e-05
sim1595	1	0.00019584351419870425
sim1596	5	4.3996397673213326e-05
sim1597	23	1.6082547388545474e-05
sim1598	3	0.0005383041244300946
sim1599	31	1.1114631454697564e-05
sim1600	1	0.004631395523469044
sim1601	0	0.001033519061160967
sim1602	5647	0.0009280849594406219
sim1603	45	0.0001253773603174648
sim1604	1495	1.3273501610295845e-05
sim1605	0	0.00823108398949761
sim1606	398	0.00033869051383121314
sim1607	7	0.00047002366938605746
sim1608	10	0.0035881190865867385
sim1609	271	0.005429028030461198
sim1610	2	0.00015119999068318924
sim1611	1661	2.1673899212423022e-05
sim1612	0	0.00015292839289777932
sim1613	354	2.642690091557393e-05
sim1614	14	0.0008480218143676408
sim1615	42	0.00019790947623060884
sim1616	0	1.1081747180702004e-05
sim1617	10	0.0013040829743790356
sim1618	1566	0.0015345800899299762
sim1619	4	1.4380221824693227e-05
sim1620	1	0.0006202015694385825
sim1621	1	2.79868628731633e-05
sim1622	1	3.553940412536148e-05
sim1623	1	0.00010275362248584908
sim1624	7384	0.0004535860867937374
sim1625	3	2.4342380822551206e-05
sim1626	20	0.0003729189566994717
sim1627	263	3.030975678687472e-05
sim1628	0	0.0001496087164962227
sim1629	2464	0.0007953014097745692
sim1630	5	1.2349508848882406e-05
sim1631	7255	0.0006354202093559474
sim1632	1166	2.488996377450221e-05
sim1633	1	0.0010947736483708237
sim1634	5	1.4118849703652021e-05
sim1635	27	8.830145864092557e-05
sim1636	1	2.6370566757395386e-05
sim1637	16	0.006492103580312729
sim1638	11	0.0009374614410258873
sim1639	136	0.00695908428149916
sim1640	163	4.12626347769488e-05
sim1641	3451	9.501953570848752e-05
sim1642	0	0.0021887285101204607
sim1643	2	0.000918211129655954
sim1644	9	0.00044904026752578424
sim1645	9	2.1656946418209533e-05
sim1646	149	0.007447129527480705
sim1647	2	0.00010837874235025715
sim1648	7247	0.007396437349074942
sim1649	3	0.0003617940429130736
sim1650	101	0.0031336839997929697
sim1651	185	0.003505119271377643
sim1652	1	9.671639457017632e-05
sim1653	1	0.0007952789619695857
sim1654	1	0.0018541079796557758
sim1655	1	1.5814248882362837e-05
sim1656	10	0.00015851063631502717
sim1657	61	0.0062075962356671925
sim1658	0	0.006095675092318233
sim1659	98	0.0006628558642272171
sim1660	1694	2.777920990338978e-05
sim1661	4	0.00027142875750062537
