simID	Nanc	Ncur	Time
sim1246	1634	90	11
sim1247	31646	2013	1475
sim1248	10	1132	265
sim1249	6500	4282	13
sim1250	645	27	24
sim1251	25	40	37
sim1252	846	14472	6249
sim1253	92	1214	991
sim1254	10	3599	13
sim1255	411	13517	10351
sim1256	207	10871	9244
sim1257	21597	496	163
sim1258	160	170	34
sim1259	80	172	17
sim1260	2994	1152	90
sim1261	36	26510	1429
sim1262	11	414	393
sim1263	126	42	18
sim1264	46198	16	13
sim1265	17	84	71
sim1266	5529	24266	50
sim1267	1133	5726	2198
sim1268	14	8075	37
sim1269	173	15	13
sim1270	10858	12	12
sim1271	8539	448	269
sim1272	26403	21	13
sim1273	125	6583	194
sim1274	13	13	12
sim1275	1073	96	10
sim1276	29	9873	930
sim1277	305	8394	133
sim1278	1022	2020	16
sim1279	21549	3723	314
sim1280	12	262	22
sim1281	10	38033	116
sim1282	11	3431	1715
sim1283	1926	21	16
sim1284	1505	31554	14
sim1285	28235	176	43
sim1286	408	18	15
sim1287	7582	24795	7868
sim1288	14	1971	39
sim1289	37	16	11
sim1290	16608	9849	3825
sim1291	17	9491	281
sim1292	647	129	60
sim1293	663	36985	13612
sim1294	2061	7789	138
sim1295	12025	427	261
sim1296	119	26	19
sim1297	1317	3199	619
sim1298	44	3983	14
sim1299	245	5979	37
sim1300	411	22	10
sim1301	13212	161	102
sim1302	18659	808	172
sim1303	17	1669	83
sim1304	1263	158	91
sim1305	33107	14	10
sim1306	4952	200	43
sim1307	78	2750	578
sim1308	45427	3038	11
sim1309	8514	372	12
sim1310	44	2036	472
sim1311	4387	390	73
sim1312	81	132	44
sim1313	2133	471	12
sim1314	14452	24557	14
sim1315	36811	179	149
sim1316	31194	44681	16
sim1317	1413	45	26
sim1318	2527	11219	2823
sim1319	385	21	10
sim1320	14	24039	21725
sim1321	13156	725	203
sim1322	7360	1772	50
sim1323	64	3859	126
sim1324	46575	12221	544
sim1325	41	80	22
sim1326	3615	6040	66
sim1327	7425	269	13
sim1328	1597	396	96
sim1329	17645	359	44
sim1330	457	103	10
sim1331	14093	542	25
sim1332	78	2159	20
sim1333	5730	31	27
sim1334	3597	748	10
sim1335	15	54	12
sim1336	12	186	14
sim1337	2963	2425	961
sim1338	211	121	78
sim1339	14	743	100
sim1340	2100	92	12
sim1341	14	173	137
sim1342	491	2093	52
sim1343	4929	19	18
sim1344	1837	30170	7205
sim1345	117	8711	345
sim1346	16792	232	12
sim1347	11929	12	10
sim1348	7444	26101	5640
sim1349	264	125	71
sim1350	104	431	331
sim1351	32800	15640	6604
sim1352	881	22	19
sim1353	3700	101	23
sim1354	16	731	91
sim1355	7161	64	14
sim1356	216	131	32
sim1357	51	12	11
sim1358	650	21358	10
sim1359	376	33070	13639
sim1360	1182	16	14
sim1361	96	84	12
sim1362	562	38742	318
sim1363	25	50	13
sim1364	3180	3069	472
sim1365	79	166	92
sim1366	6576	7869	16
sim1367	664	17945	11617
sim1368	5483	3604	613
sim1369	635	138	11
sim1370	36	48	16
sim1371	5627	43720	30
sim1372	7782	1083	223
sim1373	1118	1743	243
sim1374	475	213	149
sim1375	3710	19	15
sim1376	1348	25146	26
sim1377	9392	200	42
sim1378	1306	4387	1722
sim1379	29901	1486	972
sim1380	80	478	155
sim1381	137	35	33
sim1382	7111	163	76
sim1383	309	80	35
sim1384	25758	16	15
sim1385	15019	172	11
sim1386	16136	33	10
sim1387	955	676	91
sim1388	1869	454	186
sim1389	56	292	33
sim1390	221	1224	929
sim1391	20109	61	39
sim1392	1874	10	10
sim1393	233	119	32
sim1394	229	14	13
sim1395	17439	18919	8536
sim1396	271	363	115
sim1397	46	3178	20
sim1398	2141	10816	36
sim1399	23030	747	360
sim1400	110	407	147
sim1401	6902	7559	468
sim1402	4775	628	116
sim1403	12236	17485	86
sim1404	12	21	18
sim1405	1756	24266	17
sim1406	796	44938	144
sim1407	789	9860	3307
sim1408	1374	321	162
sim1409	569	58	11
sim1410	43	36820	227
sim1411	151	48776	536
sim1412	37	10150	44
sim1413	25575	4113	575
sim1414	162	77	35
sim1415	251	33989	4442
sim1416	26	39559	2350
sim1417	1014	2370	19
sim1418	19	570	29
sim1419	2800	14187	1259
sim1420	20	2858	69
sim1421	171	8026	1043
sim1422	161	317	286
sim1423	982	20283	11
sim1424	174	252	57
sim1425	37	1009	26
sim1426	591	5609	95
sim1427	23202	567	15
sim1428	864	28	27
sim1429	129	5646	132
sim1430	43563	55	19
sim1431	20502	42	31
sim1432	41784	42414	550
sim1433	286	2134	50
sim1434	12693	34	23
sim1435	1313	37344	359
sim1436	9370	312	89
sim1437	1171	19300	6405
sim1438	3644	472	33
sim1439	19	25088	757
sim1440	2272	25976	4055
sim1441	20665	11	11
sim1442	22613	5639	75
sim1443	21772	75	46
sim1444	976	39224	6111
sim1445	28	128	28
sim1446	11139	37	29
sim1447	6142	2445	55
sim1448	5397	2803	524
sim1449	81	937	481
sim1450	59	41092	3263
sim1451	148	38	16
sim1452	12854	11662	2055
sim1453	98	1143	468
sim1454	1433	109	42
sim1455	104	1862	118
sim1456	23	10866	387
sim1457	49	9236	24
sim1458	2464	3439	1918
sim1459	15149	1261	337
sim1460	110	33048	281
sim1461	157	7042	150
sim1462	201	23365	332
sim1463	2460	11	11
sim1464	14291	9553	376
sim1465	21265	35	27
sim1466	2837	30	13
sim1467	16771	73	27
sim1468	166	16	15
sim1469	440	6216	28
sim1470	39089	19751	8018
sim1471	309	49	42
sim1472	2765	16	14
sim1473	367	34	10
sim1474	56	10302	20
sim1475	5281	9282	21
sim1476	12	38	18
sim1477	4836	30264	129
sim1478	13466	1583	113
sim1479	56	8323	30
sim1480	42736	1079	58
sim1481	445	30548	483
sim1482	2830	358	14
sim1483	15136	184	25
sim1484	388	19478	144
sim1485	47	1661	77
sim1486	147	1887	1127
sim1487	25	169	18
sim1488	7395	411	119
sim1489	142	10745	2612
sim1490	14	183	10
sim1491	821	39999	3038
sim1492	24	30008	11188
sim1493	13	1712	207
sim1494	7586	863	53
sim1495	596	18	13
sim1496	144	133	75
sim1497	3354	18193	103
sim1498	34	14	11
sim1499	10	352	32
sim1500	45	833	49
sim1501	214	675	16
sim1502	273	11	10
sim1503	2628	13966	5860
sim1504	14	66	47
sim1505	1462	121	111
sim1506	1192	24124	2523
sim1507	1346	105	31
sim1508	54	1620	243
sim1509	838	965	96
sim1510	528	453	13
sim1511	40	792	34
sim1512	1816	14646	3691
sim1513	896	955	12
sim1514	150	15429	1132
sim1515	10	660	29
sim1516	322	3766	21
sim1517	24	3569	387
sim1518	299	266	92
sim1519	9312	16954	2199
sim1520	173	153	55
sim1521	8024	61	20
sim1522	103	6976	55
sim1523	4026	10	10
sim1524	42	1562	15
sim1525	44	854	58
sim1526	6628	356	203
sim1527	2190	619	76
sim1528	277	12	10
sim1529	4615	47	21
sim1530	124	125	35
sim1531	49643	135	30
sim1532	59	8350	267
sim1533	33918	935	627
sim1534	8202	5701	168
sim1535	5039	72	19
sim1536	9836	9987	3741
sim1537	52	957	49
sim1538	16613	816	81
sim1539	1976	155	17
sim1540	290	17	15
sim1541	2544	8528	12
sim1542	17	2932	1309
sim1543	153	15	11
sim1544	86	34248	25253
sim1545	109	101	26
sim1546	7622	71	13
sim1547	221	35388	472
sim1548	5922	21	12
sim1549	479	11	10
sim1550	32	30	18
sim1551	9839	154	85
sim1552	5750	671	222
sim1553	45	296	81
sim1554	3076	4227	1010
sim1555	330	12877	50
sim1556	409	1112	26
sim1557	45652	148	43
sim1558	4883	75	54
sim1559	4378	2942	319
sim1560	21440	1227	1077
sim1561	26508	37476	15143
sim1562	611	678	49
sim1563	4161	5690	426
sim1564	68	98	11
sim1565	23	27	24
sim1566	27329	113	74
sim1567	21	91	20
sim1568	426	489	96
sim1569	451	67	32
sim1570	618	429	60
sim1571	4547	17	11
sim1572	28435	427	44
sim1573	214	71	28
sim1574	89	1000	636
sim1575	603	137	65
sim1576	2200	8750	17
sim1577	11568	463	282
sim1578	220	39302	10
sim1579	2156	48	18
sim1580	1774	527	30
sim1581	15	542	25
sim1582	74	6535	2551
sim1583	16	6726	443
sim1584	5823	15552	141
sim1585	327	76	26
sim1586	17	537	282
sim1587	3977	6465	107
sim1588	26722	44	38
sim1589	4708	1198	335
sim1590	27	1775	82
sim1591	91	366	281
sim1592	28	6106	36
sim1593	36208	4149	951
sim1594	51	7133	4855
sim1595	21	32294	8518
sim1596	1231	25838	7973
sim1597	111	2618	25
sim1598	27	33	23
sim1599	17	12108	9500
sim1600	3694	10043	165
sim1601	194	623	102
sim1602	31497	4145	35
sim1603	10	177	165
sim1604	113	14895	70
sim1605	1153	86	40
sim1606	9068	30	17
sim1607	2625	39402	311
sim1608	3971	51	27
sim1609	21910	136	19
sim1610	3370	2956	1626
sim1611	447	75	10
sim1612	14109	24631	171
sim1613	9335	9446	1939
sim1614	15	2083	38
sim1615	1313	1217	32
sim1616	127	59	38
sim1617	420	997	556
sim1618	11373	44	11
sim1619	12503	610	263
sim1620	19	6273	4383
sim1621	33264	325	289
sim1622	11	378	302
sim1623	13	2515	2158
sim1624	2518	7932	5531
sim1625	963	5457	54
sim1626	59	681	64
sim1627	216	835	382
sim1628	2365	34	31
sim1629	1556	4461	62
sim1630	48270	463	147
sim1631	5471	10	10
sim1632	65	78	23
sim1633	1793	29	11
sim1634	20287	12548	106
sim1635	1543	310	18
sim1636	215	38007	4524
sim1637	32	48	39
sim1638	4267	2018	970
sim1639	4235	105	21
sim1640	74	10	10
sim1641	100	616	179
sim1642	188	125	62
sim1643	426	430	25
sim1644	256	1053	31
sim1645	13462	1174	80
sim1646	43	32	12
sim1647	18588	19	17
sim1648	218	21806	7422
sim1649	6285	113	73
sim1650	14760	72	24
sim1651	310	27	19
sim1652	3455	140	95
sim1653	1862	23	13
sim1654	20	2095	1636
sim1655	15787	415	323
sim1656	16	9991	3233
sim1657	859	39123	25
sim1658	17842	450	311
sim1659	47	1156	492
sim1660	740	11711	81
sim1661	13	204	86
sim1662	19	2050	249
sim1663	303	5152	35
sim1664	9810	603	389
sim1665	3169	626	201
sim1666	176	1755	111
sim1667	405	2440	62
sim1668	225	18436	245
sim1669	4378	2357	95
sim1670	621	47	32
sim1671	14784	18	17
sim1672	21927	50	47
sim1673	5515	23	11
sim1674	143	241	128
sim1675	25982	334	143
sim1676	7596	305	106
sim1677	64	28066	119
sim1678	715	1938	645
sim1679	60	343	28
sim1680	6204	10580	711
sim1681	153	34873	36
sim1682	116	1552	878
sim1683	29093	103	13
sim1684	20179	152	60
sim1685	878	7513	4408
sim1686	1138	35145	152
sim1687	1180	5447	48
sim1688	229	5387	2621
sim1689	8819	29	27
sim1690	29	384	22
sim1691	936	21	20
sim1692	1084	19	16
sim1693	26751	18601	678
sim1694	8043	9947	22
sim1695	213	365	276
sim1696	769	353	107
sim1697	254	45867	1510
sim1698	83	26	19
sim1699	1254	4849	194
sim1700	48	47656	354
sim1701	81	4116	709
sim1702	292	31736	134
sim1703	12212	287	115
sim1704	1317	5837	179
sim1705	64	3720	206
sim1706	45	2219	11
sim1707	23131	33	18
sim1708	9392	42	25
sim1709	187	22607	11650
sim1710	75	392	49
sim1711	13404	51	15
sim1712	101	5660	319
sim1713	87	795	30
sim1714	121	46	14
sim1715	1116	305	22
sim1716	21105	35	34
sim1717	22567	38280	7542
sim1718	52	11	10
sim1719	28	132	73
sim1720	3582	2455	943
sim1721	17460	36750	3584
sim1722	36	9852	621
sim1723	5579	38615	5838
sim1724	3283	11	10
sim1725	10	12215	1045
sim1726	404	6072	658
sim1727	63	351	16
sim1728	3225	20341	136
sim1729	12	9728	1037
sim1730	9949	40	17
sim1731	28141	145	90
sim1732	616	249	54
sim1733	41023	2071	1014
sim1734	1071	16688	39
sim1735	10	913	358
sim1736	63	78	48
sim1737	326	1353	57
sim1738	54	2351	127
sim1739	105	456	15
sim1740	2614	385	172
sim1741	15	6269	5826
sim1742	20	11	10
sim1743	536	36801	1774
sim1744	27	43542	32
sim1745	5306	735	106
sim1746	4534	288	30
sim1747	39	28298	4164
sim1748	126	24	16
sim1749	76	5880	5405
sim1750	2852	152	69
sim1751	49506	3511	178
sim1752	221	16	11
sim1753	10598	309	77
sim1754	2076	796	41
sim1755	2899	12464	314
sim1756	1836	29	13
sim1757	23	4125	556
sim1758	762	92	41
sim1759	37679	1105	18
sim1760	22293	7719	43
sim1761	4800	18627	783
sim1762	43445	11979	2261
sim1763	239	1736	790
sim1764	22373	92	85
sim1765	748	126	12
sim1766	776	4759	2576
sim1767	5457	4218	257
sim1768	51	68	19
sim1769	81	22	13
sim1770	1976	672	74
sim1771	4725	40	36
sim1772	114	981	413
sim1773	8763	40031	58
sim1774	56	11	10
sim1775	5605	40	26
sim1776	47086	427	166
sim1777	2549	23761	58
sim1778	27	61	23
sim1779	355	4020	2436
sim1780	14	22	14
sim1781	17	200	110
sim1782	230	34	15
sim1783	236	17	13
sim1784	3521	2213	213
sim1785	17	1888	24
sim1786	11451	23	18
sim1787	401	53	17
sim1788	2069	20	18
sim1789	32257	135	16
sim1790	13322	169	11
sim1791	95	2543	478
sim1792	26	1170	13
sim1793	11	108	51
sim1794	43	105	13
sim1795	9625	48011	3205
sim1796	275	41	19
sim1797	12506	112	57
sim1798	57	31	27
sim1799	84	33	31
sim1800	2859	5666	49
sim1801	2101	327	19
sim1802	203	17	16
sim1803	13	1836	11
sim1804	2604	1407	29
sim1805	7791	2027	1481
sim1806	25	17	12
sim1807	214	3123	162
sim1808	24819	13	13
sim1809	5691	4128	50
sim1810	26	45958	1023
sim1811	33057	3021	25
sim1812	203	22626	23
sim1813	570	126	85
sim1814	13	23246	439
sim1815	10850	26736	61
sim1816	48	26	11
sim1817	16	36544	23191
sim1818	36562	1121	28
sim1819	631	6220	6005
sim1820	19	145	12
sim1821	5743	34	17
sim1822	2087	62	53
sim1823	1385	169	23
sim1824	3850	38457	15461
sim1825	7754	1355	17
sim1826	121	6948	339
sim1827	561	15	12
sim1828	5580	45	11
sim1829	9500	175	33
sim1830	15424	18	11
sim1831	1886	3659	76
sim1832	881	161	73
sim1833	311	174	39
sim1834	386	3905	34
sim1835	15	357	223
sim1836	2980	538	310
sim1837	200	1301	36
sim1838	37361	332	35
sim1839	236	154	122
sim1840	1120	253	25
sim1841	22	4437	1235
sim1842	13	1079	11
sim1843	235	499	23
sim1844	72	3973	3261
sim1845	9797	1666	953
sim1846	189	5752	21
sim1847	21979	117	25
sim1848	6097	544	25
sim1849	32	25	20
sim1850	47528	195	46
sim1851	915	2279	19
sim1852	290	4738	23
sim1853	1254	1437	205
sim1854	3116	158	28
sim1855	17	180	162
sim1856	13	5646	13
sim1857	5571	2279	779
sim1858	37602	28	22
sim1859	24992	62	11
sim1860	4144	17	12
sim1861	361	375	21
sim1862	18	33	14
sim1863	139	15	11
sim1864	11333	3623	1798
sim1865	10745	14033	2845
sim1866	607	217	12
sim1867	28894	2148	32
sim1868	104	523	31
sim1869	26	2436	16
sim1870	13	1025	13
sim1871	19	97	34
sim1872	5634	5704	281
sim1873	2892	1475	15
sim1874	11	127	78
sim1875	13529	10	10
sim1876	46	10	10
sim1877	440	1106	403
sim1878	12	329	227
sim1879	1054	621	278
sim1880	374	2612	606
sim1881	151	2618	388
sim1882	5269	77	60
sim1883	236	1946	1557
sim1884	28	33737	10
sim1885	39021	13890	385
sim1886	360	17	15
sim1887	383	10	10
sim1888	6274	591	221
sim1889	110	835	15
sim1890	24241	65	48
sim1891	462	66	36
sim1892	777	250	144
sim1893	21484	1881	65
sim1894	16	16	16
sim1895	106	207	23
sim1896	505	247	35
sim1897	24	19	15
sim1898	519	3782	721
sim1899	67	156	77
sim1900	14815	1721	454
sim1901	140	16215	268
sim1902	2604	1886	703
sim1903	47536	15	13
sim1904	17	1285	102
sim1905	225	141	48
sim1906	30596	169	47
sim1907	8800	148	36
sim1908	4274	84	27
sim1909	665	5787	77
sim1910	12	44	19
sim1911	13	1191	24
sim1912	1813	10662	165
sim1913	6920	35872	21331
sim1914	8635	75	12
sim1915	997	51	13
sim1916	20	36595	561
sim1917	14	1527	193
sim1918	1985	21709	4090
sim1919	35	17	15
sim1920	17	3038	2142
sim1921	23390	42	29
sim1922	3016	47	10
sim1923	269	1058	327
sim1924	15	269	49
sim1925	629	1659	31
sim1926	38631	3431	76
sim1927	2931	2045	654
sim1928	27	11	11
sim1929	7100	1327	211
sim1930	19	446	193
sim1931	26	331	65
sim1932	79	232	215
sim1933	12022	193	18
sim1934	34	1118	12
sim1935	488	1957	11
sim1936	406	2267	1387
sim1937	25405	997	88
sim1938	1449	32	19
sim1939	85	68	14
sim1940	10	99	12
sim1941	4107	541	39
sim1942	180	2008	329
sim1943	879	650	39
sim1944	14537	48137	34
sim1945	1671	48	38
sim1946	1466	34	13
sim1947	10	777	24
sim1948	14807	49	16
sim1949	470	7583	24
sim1950	75	1121	132
sim1951	126	11	10
sim1952	67	4069	33
sim1953	489	1362	154
sim1954	503	554	38
sim1955	27	18496	31
sim1956	1971	2067	30
sim1957	197	57	41
sim1958	17069	1298	28
sim1959	23	173	24
sim1960	37	5755	50
sim1961	15	9695	231
sim1962	453	2730	17
sim1963	3899	568	45
sim1964	1393	1618	78
sim1965	261	18408	11
sim1966	929	347	37
sim1967	668	18	12
sim1968	11	49	14
sim1969	392	6009	79
sim1970	46	21	14
sim1971	328	221	14
sim1972	29677	959	93
sim1973	36956	500	63
sim1974	265	64	18
sim1975	263	13882	455
sim1976	38871	10184	252
sim1977	155	23	10
sim1978	16557	30764	944
sim1979	93	15	10
sim1980	1486	37661	1149
sim1981	68	70	34
sim1982	63	45815	333
sim1983	194	633	103
sim1984	5532	3256	2110
sim1985	267	15	15
sim1986	61	174	33
sim1987	2415	13735	6873
sim1988	269	10796	244
sim1989	21682	23	21
sim1990	10393	156	24
sim1991	18	69	12
sim1992	130	17521	11
sim1993	1267	130	15
sim1994	695	13	13
sim1995	1486	1094	14
sim1996	137	22168	6226
sim1997	1253	13	10
sim1998	17089	783	368
sim1999	442	211	72
sim2000	214	527	134
sim2001	58	29771	263
sim2002	661	34507	9047
sim2003	523	88	77
sim2004	676	25	13
sim2005	48765	829	65
sim2006	590	28	22
sim2007	27	24	13
sim2008	11969	565	13
sim2009	503	1553	1088
sim2010	352	4199	691
sim2011	2141	983	930
sim2012	889	226	76
sim2013	24719	23922	39
sim2014	20737	14411	1799
sim2015	859	388	113
sim2016	8945	14538	170
sim2017	35	31209	6519
sim2018	5934	1127	101
sim2019	59	33222	14
sim2020	17676	1597	711
sim2021	1486	149	16
sim2022	294	172	12
sim2023	12	410	94
sim2024	1547	25	17
sim2025	362	11	11
sim2026	3388	19	14
sim2027	1494	1426	15
sim2028	240	5128	2071
sim2029	25	319	12
sim2030	20302	29	20
sim2031	22	4932	23
sim2032	1950	1864	545
sim2033	14	5598	246
sim2034	67	83	22
sim2035	644	188	177
sim2036	398	13	11
sim2037	23060	49337	122
sim2038	748	262	34
sim2039	1815	182	17
sim2040	117	3632	1450
sim2041	801	54	11
sim2042	100	12	11
sim2043	3734	27651	946
sim2044	80	18742	852
sim2045	24	6435	164
sim2046	93	26	25
sim2047	1133	21	12
sim2048	6332	33	12
sim2049	779	44	16
sim2050	212	1721	16
sim2051	45	65	43
sim2052	599	237	86
sim2053	22	5257	26
sim2054	138	43	22
sim2055	7964	10154	171
sim2056	14	103	43
sim2057	22	141	61
sim2058	12117	32	28
sim2059	11	69	18
sim2060	14	9089	213
sim2061	708	5842	10
sim2062	4434	1365	26
sim2063	31074	137	40
sim2064	21	48531	3898
sim2065	34	43680	15
sim2066	9554	92	57
sim2067	15954	8358	13
sim2068	13	23	16
sim2069	324	119	32
sim2070	38347	35	22
sim2071	4723	15	13
sim2072	673	67	13
sim2073	169	5951	419
sim2074	44473	137	11
sim2075	3393	1455	76
sim2076	33120	144	35
sim2077	30719	3178	409
sim2078	712	5055	20
sim2079	4831	26938	340
sim2080	1204	811	219
sim2081	227	1138	450
sim2082	26	237	72
sim2083	32774	12265	2497
sim2084	18502	24	20
sim2085	655	286	12
sim2086	978	11	10
sim2087	3388	12674	10389
sim2088	1013	10126	782
sim2089	10374	1362	29
sim2090	545	52	20
sim2091	29	40	23
sim2092	51	870	285
sim2093	34631	436	58
sim2094	9924	4754	13
sim2095	43612	528	123
sim2096	4679	12887	203
sim2097	3669	1792	464
sim2098	257	20	16
sim2099	9822	866	193
sim2100	461	6618	23
sim2101	3373	19712	8926
sim2102	104	41901	1729
sim2103	42	1158	293
sim2104	42086	12	10
sim2105	18632	11309	3033
sim2106	7122	1102	270
sim2107	7804	2706	29
sim2108	442	133	42
sim2109	2973	7099	782
sim2110	15610	325	74
sim2111	28	23	14
sim2112	525	87	15
sim2113	576	2032	391
sim2114	645	92	47
sim2115	19	3026	11
sim2116	1885	11	10
sim2117	10919	425	131
sim2118	27576	84	19
sim2119	15852	362	15
sim2120	66	18	15
sim2121	570	150	16
sim2122	153	1493	109
sim2123	52	7779	1264
sim2124	14	214	49
sim2125	6407	21662	12565
sim2126	488	1376	25
sim2127	11	84	22
sim2128	81	1052	271
sim2129	4804	56	52
sim2130	63	10582	6301
sim2131	8105	45	31
sim2132	3282	130	41
sim2133	1884	512	180
sim2134	4202	1241	199
sim2135	1350	82	74
sim2136	20757	151	88
sim2137	26	46	28
sim2138	35093	13	10
sim2139	2037	34	11
sim2140	3373	4594	63
sim2141	934	14	11
sim2142	897	247	47
sim2143	16	537	106
sim2144	20117	293	38
sim2145	66	1818	640
sim2146	3241	16	13
sim2147	14	329	52
sim2148	1640	746	286
sim2149	16202	136	41
sim2150	274	409	60
sim2151	3822	38174	503
sim2152	3650	926	190
sim2153	31	516	53
sim2154	5479	101	98
sim2155	73	213	52
sim2156	173	44700	2886
sim2157	393	5244	639
sim2158	13660	21859	1793
sim2159	704	1576	42
sim2160	10	29	14
sim2161	2895	12001	4890
sim2162	18794	13	11
sim2163	37	1197	405
sim2164	23	2553	12
sim2165	22264	13	12
sim2166	382	320	20
sim2167	393	63	35
sim2168	3705	158	90
sim2169	46	1123	59
sim2170	571	1359	97
sim2171	21	768	14
sim2172	1117	148	73
sim2173	4387	47	33
sim2174	1479	45	28
sim2175	3835	3630	63
sim2176	1349	63	50
sim2177	43031	9945	432
sim2178	8051	10215	29
sim2179	17	226	31
sim2180	18843	1265	66
sim2181	36	284	22
sim2182	6594	2467	62
sim2183	12	7702	118
sim2184	20	10368	174
sim2185	72	64	23
sim2186	4009	215	140
sim2187	9705	658	97
sim2188	308	329	271
sim2189	20	778	89
sim2190	16	13	10
sim2191	9643	1452	45
sim2192	831	21467	2813
sim2193	580	4819	3312
sim2194	5419	39	21
sim2195	417	3330	289
sim2196	5809	567	529
sim2197	13156	49428	788
sim2198	654	62	17
sim2199	1375	8604	7783
sim2200	366	401	82
sim2201	43	5209	1874
sim2202	493	242	38
sim2203	4341	16	15
sim2204	1285	37853	37
sim2205	11	1226	54
sim2206	450	4889	429
sim2207	39	26	15
sim2208	27219	260	55
sim2209	19671	13	11
sim2210	306	35083	1834
sim2211	3258	229	122
sim2212	18	11	11
sim2213	177	1353	183
sim2214	541	33	19
sim2215	1179	4253	1288
sim2216	810	22	18
sim2217	1412	1387	68
sim2218	12	8514	1175
sim2219	1810	274	11
sim2220	56	11	11
sim2221	1806	3091	606
sim2222	71	103	11
sim2223	1658	12	11
sim2224	18417	13973	57
sim2225	42	43759	18816
sim2226	627	9011	219
sim2227	152	18	14
sim2228	626	1082	27
sim2229	30	123	16
sim2230	310	1563	45
sim2231	18520	3616	3343
sim2232	37	34327	1874
sim2233	108	336	70
sim2234	41908	82	11
sim2235	112	1959	312
sim2236	700	20694	17880
sim2237	455	42	24
sim2238	26	98	21
sim2239	51	190	34
sim2240	311	2388	180
sim2241	39595	26367	2444
sim2242	23108	13647	6712
sim2243	308	13	10
sim2244	15241	326	12
sim2245	778	2424	17
sim2246	682	2824	125
sim2247	676	1331	19
sim2248	11414	24617	1567
sim2249	132	94	35
sim2250	42942	7384	2248
sim2251	19279	125	24
sim2252	8145	29471	10685
sim2253	1672	15209	251
sim2254	140	197	167
sim2255	351	3896	868
sim2256	330	38377	14207
sim2257	10	128	10
sim2258	19	1085	143
sim2259	6451	411	15
sim2260	44741	231	12
sim2261	378	937	674
sim2262	25864	153	40
sim2263	709	23	11
sim2264	732	550	110
sim2265	49	9347	2994
sim2266	250	3000	131
sim2267	712	30	13
sim2268	1091	37250	2100
sim2269	168	47243	97
sim2270	2042	461	25
sim2271	17857	25826	17
sim2272	36266	6733	4483
sim2273	6993	144	39
sim2274	13	216	22
sim2275	30	694	18
sim2276	1822	16	11
sim2277	96	75	18
sim2278	415	224	41
sim2279	36	244	13
sim2280	165	122	118
sim2281	2540	1092	191
sim2282	38	14656	636
sim2283	20416	116	98
sim2284	17890	443	47
sim2285	15	5904	1031
sim2286	8489	15	11
sim2287	30	22000	10319
sim2288	7387	19	15
sim2289	47	769	10
sim2290	687	665	50
sim2291	576	61	32
sim2292	127	503	321
sim2293	207	17576	6554
sim2294	32	107	92
sim2295	270	19854	47
sim2296	17	25	14
sim2297	19239	655	13
sim2298	747	3990	715
sim2299	329	72	52
sim2300	2322	581	31
sim2301	3987	1791	1400
sim2302	3200	343	200
sim2303	28	31	15
sim2304	1456	314	77
sim2305	122	36532	1052
sim2306	14316	40	11
sim2307	17400	36	14
sim2308	22	9812	75
sim2309	59	137	55
sim2310	12	45	17
sim2311	19	1163	79
sim2312	24699	78	19
sim2313	26232	288	63
sim2314	29	9145	1482
sim2315	4460	1602	21
sim2316	3231	125	89
sim2317	8378	208	24
sim2318	46	17	14
sim2319	827	2894	72
sim2320	2427	19341	1897
sim2321	17	1208	295
sim2322	89	3454	26
sim2323	22901	229	25
sim2324	25	213	195
sim2325	4280	7568	2815
sim2326	42551	4219	16
sim2327	1894	46	12
sim2328	255	173	108
sim2329	346	39525	656
sim2330	482	9639	855
sim2331	189	1151	171
sim2332	420	2932	86
sim2333	1712	14	13
sim2334	4044	136	32
sim2335	22058	39	17
sim2336	13651	143	20
sim2337	1543	69	19
sim2338	170	11	11
sim2339	107	5178	326
sim2340	658	4277	1186
sim2341	275	34649	11
sim2342	3675	46	10
sim2343	878	17904	3769
sim2344	3661	41	21
sim2345	1707	6226	69
sim2346	75	599	31
sim2347	49535	6597	22
sim2348	7610	11	10
sim2349	1199	18843	2768
sim2350	21	6133	103
sim2351	6760	44447	548
sim2352	52	181	69
sim2353	73	20	12
sim2354	360	442	209
sim2355	112	2273	868
sim2356	10	32	12
sim2357	151	11	10
sim2358	20	1553	918
sim2359	14372	18	12
sim2360	32082	665	46
sim2361	231	8187	177
sim2362	24	8133	105
sim2363	45	33	30
sim2364	20176	3054	328
sim2365	4003	32	26
sim2366	98	1252	12
sim2367	5351	88	15
sim2368	507	43	24
sim2369	43	54	19
sim2370	6471	8749	41
sim2371	4873	801	40
sim2372	171	393	32
sim2373	146	76	20
sim2374	1104	10727	3193
sim2375	17261	37	10
sim2376	12	28	19
sim2377	11	3642	719
sim2378	38796	35	11
sim2379	11	27	11
sim2380	24391	737	585
sim2381	83	273	266
sim2382	24178	26734	7889
sim2383	327	1125	132
sim2384	650	160	34
sim2385	3240	1177	111
sim2386	314	23	14
sim2387	1762	23490	34
sim2388	3307	613	69
sim2389	13	11939	11
sim2390	533	2737	144
sim2391	13930	330	118
sim2392	131	686	115
sim2393	232	134	26
sim2394	3803	6667	27
sim2395	4310	165	15
sim2396	195	54	27
sim2397	3112	48	30
sim2398	3296	6787	335
sim2399	405	121	71
sim2400	477	475	36
sim2401	16	16837	39
sim2402	10194	8690	35
sim2403	213	4085	594
sim2404	1638	43871	79
sim2405	25	201	19
sim2406	14165	3950	30
sim2407	21	663	21
